,real_chord,predicted_chord,inp_len
6725,Cno3d,Gno3d,82
6726,G,G,52
6727,Emin,Emin,14
6728,Cmin7,Cmin7,42
6729,D,D,31
6730,D,A,58
6731,Bmin,Bmin,24
6732,B7,Amin,45
6733,A,A,13
6734,F,F,104
6735,Emin,C,22
6736,Emin,C,21
6737,D,D,4
6738,Eno3d,Dno3d,5
6739,Bb,Bb,61
6740,Bno3d,Bno3d,10
6741,Bb,Bb,18
6742,B,B,31
6743,Fmaj7,Dmin,12
6744,Cmin,Cmin,43
6745,Fsmin,A,24
6746,Ano3d,Gno3d,39
6747,Bmin,A,16
6748,Dmin,Dmin,27
6749,Asus2,Asus2,83
6750,D,D,13
6751,A7,Fs7,43
6752,F,A,72
6753,Fsmin,Fsmin,19
6754,D/Fs,C,8
6755,F,F,25
6756,Bb,C,45
6757,E,E,117
6758,Emin7,Dadd13,10
6759,Cno3d,Gno3d,39
6760,C,C,114
6761,Amin,Amin,5
6762,G,G,17
6763,A,A,11
6764,A,A,75
6765,G,G,34
6766,G,G,45
6767,Amin,Emin,23
6768,F,F,18
6769,G,C,22
6770,G,G,23
6771,B,B,54
6772,C,C,21
6773,Emin,C,22
6774,E,E,71
6775,F,F,12
6776,G,F,81
6777,C,C,22
6778,Gsmin,Gsmin,15
6779,Bmin,Bmin,41
6780,D,G,54
6781,Gs7,Amaj7,34
6782,E,E,23
6783,Fs,E,10
6784,A,A,33
6785,B7,E,12
6786,C,Amin/Fs,59
6787,D,D,30
6788,Amin,Amin,8
6789,Ab,Ab,60
6790,D,A,19
6791,A,B,121
6792,Amin,Emin,32
6793,C,C,21
6794,C,G,60
6795,A,A,24
6796,D,D,29
6797,Amin,D7,26
6798,E,D,7
6799,A,A,115
6800,C,Bmin/,74
6801,Db,Db,15
6802,C,G,13
6803,G,G,23
6804,A,A,9
6805,D,D,54
6806,Dmin,Emin,5
6807,Fsmin,G,62
6808,D,D,39
6809,A,B7,19
6810,C,C,54
6811,D,D,63
6812,D,F,32
6813,G,Amin,13
6814,Bmin,D,22
6815,Dmin,Dmin,86
6816,A,Dmin,15
6817,D,G,20
6818,G,G,11
6819,Fsmin,A,19
6820,A,A,79
6821,D,D,64
6822,G,G,53
6823,Fmaj7,Fmaj7,79
6824,G,Csmin,11
6825,C7,C7,37
6826,B,B,41
6827,Ano3d,C,72
6828,Ds,C,80
6829,C,C,63
6830,F,C,7
6831,Cadd9,Cadd9,4
6832,G,D,6
6833,A7,Ab7,99
6834,Cadd9,Dsus2,19
6835,Gs,Gs,27
6836,Amin,Gmin,18
6837,A,A,99
6838,E,E,10
6839,D,D,29
6840,G7,F,17
6841,F,Amin,37
6842,C,C,122
6843,G,G,87
6844,C,C,11
6845,Ab,Eb7,10
6846,Amin,Amin,38
6847,Cmaj7,Cmaj7,40
6848,C,C,59
6849,C,G,16
6850,E7,Csmin,18
6851,C,C,15
6852,A,A,6
6853,Ab,Eb,35
6854,C,C,78
6855,E,E,41
6856,Bmin,G,21
6857,G,G,64
6858,Fmin,Fmin,15
6859,Emin,Emin,78
6860,D,Emin,18
6861,E,E,34
6862,D,D,17
6863,Emin7,G,26
6864,D,D,41
6865,Emin,Emin,62
6866,Bb,Bb,24
6867,B,B,5
6868,D,D,19
6869,F,F,11
6870,D,Gadd11,14
6871,C,C,30
6872,Emin,Emin,12
6873,D/Fs,D/Fs,35
6874,D,D,59
6875,G,G,27
6876,Emaj7,Bb,68
6877,G,D,30
6878,C,C,16
6879,Cs,Cs,73
6880,D/Fs,G,40
6881,Dmin,Dmin,86
6882,G,Emin,86
6883,Amin,C,10
6884,E,E,37
6885,E,E,69
6886,D,Bmin,11
6887,Cs,E,30
6888,Fmin,Gmin,26
6889,A,A,50
6890,Bb,Bb,11
6891,D,D,44
6892,E,E,19
6893,C,A,71
6894,D,D,65
6895,Bmin,D,53
6896,Bmin,A,39
6897,G,G,44
6898,A,E,43
6899,Amin,Amin,8
6900,C,C,79
6901,G,G,18
6902,D,D,6
6903,D,D,45
6904,Cs,Fs,39
6905,G,G,47
6906,G,G,18
6907,G,G7,92
6908,F,Bb,67
6909,Bmin,Fsmin,4
6910,G,G,46
6911,C,C,26
6912,C,C,36
6913,C,C,12
6914,D,C,9
6915,Amin,D,5
6916,F,F,27
6917,Gsmaj7,Ds,72
6918,C9,C9,103
6919,Dmin,Dmin,7
6920,Gs,Amin,40
6921,Amin,Amin,80
6922,Csmin,Csmin,20
6923,Bb,Bb,29
6924,E7,Bmin,19
6925,Aadd9,Aadd9,74
6926,D,A,33
6927,Dmin,A/Fs,46
6928,G,A,49
6929,Cadd13/G,Cadd13/G,49
6930,Dadd11,Dadd11,9
6931,C,C,45
6932,G,Emin,36
6933,Emin,Emin,11
6934,Csmin,D,122
6935,D,A/Cs,10
6936,F,F,8
6937,C,C,74
6938,E,Csmin,31
6939,A,A,12
6940,Fmin,Fmin,6
6941,Cs,B,26
6942,Amin,Amin,59
6943,F,Gmin,73
6944,Amin,Amin,31
6945,F,F,7
6946,C7,C7,63
6947,Fs,A,35
6948,A,A,6
6949,Bsus4,Asus2,68
6950,G,G,11
6951,C,C,16
6952,Csmin,Csmin,66
6953,Ab,Ab,60
6954,Amin,G,47
6955,G,D,53
6956,D,G,5
6957,F,F,13
6958,A,Amin,53
6959,Bb,Gmin,25
6960,Cmin7,Cmin7,36
6961,E,C,31
6962,E,E,39
6963,Emin,Emin,32
6964,Cadd9,Cadd9,37
6965,G,C,45
6966,D/Fs,D/Fs,11
6967,C13/C,Amin9,60
6968,D,D,61
6969,Dmin,F,5
6970,B,B,24
6971,F7,Bb,11
6972,Fsmin,Emin,84
6973,F/A,F/A,14
6974,D,A,43
6975,F,F,14
6976,C,C,50
6977,Eb,D,38
6978,C,C,6
6979,A,A,6
6980,F,Dmin,55
6981,Amin,Amin,38
6982,F,F,26
6983,G,G,45
6984,E,D,13
6985,A,A,101
6986,Cmin/Eb,Dmin7,8
6987,Emin,Emin,50
6988,G,G,52
6989,B,B,102
6990,A,A,5
6991,G,G,23
6992,Gb,Gb,78
6993,G,G,49
6994,Gsmin,Gsmin,17
6995,Amin,Amin,25
6996,Gs,Gs,14
6997,B,F,50
6998,A,A,28
6999,Gmin,Gmin,58
7000,B,D,36
7001,B,B,9
7002,C,Emin,32
7003,B7,B7,4
7004,D,D,40
7005,C,C,47
7006,G,F,19
7007,B,D,73
7008,F,F,12
7009,Dmin,G,49
7010,D,D,4
7011,A,A,23
7012,G,F,46
7013,C,F,32
7014,Dno3d,Bno3d,53
7015,Cadd9,Bb,6
7016,C,C,40
7017,E,E,40
7018,As,As,67
7019,Gbadd13,Db,25
7020,D,D,4
7021,Bb,Bb,57
7022,E,G7,30
7023,Amin,Amin,6
7024,Amin,Amin,20
7025,A,A,73
7026,D7,Gmaj7,56
7027,Bmin,Bmin,44
7028,D,D,70
7029,G,G,26
7030,G,G,40
7031,Bmin,G,29
7032,Csmin,E,8
7033,C,Bmin,96
7034,Bb,Bb,27
7035,G,G,62
7036,C,G,38
7037,E,E,6
7038,Emin,Emin,69
7039,B7,A,4
7040,E,E,7
7041,C,C,17
7042,Fs,Fs,71
7043,A,A,38
7044,Amin,Dmin,29
7045,Ebmin7,Cmin7,15
7046,F,F,17
7047,G,G,27
7048,G,G,37
7049,A,A,62
7050,D,D,85
7051,A,A,46
7052,Bmin7,Emin7,43
7053,Eno3d,Ano3d,25
7054,Amin,C,20
7055,C,C,78
7056,B,B7,15
7057,G,G,5
7058,Gmin,Gmin,20
7059,Bmin,D,13
7060,F,Eb,63
7061,A,A,14
7062,Fsmin,Bmin7,18
7063,G,D,19
7064,B,B,35
7065,G,G,37
7066,Bmin,Bmin,65
7067,G,G,119
7068,D,D,89
7069,Asus4,Asus4,67
7070,Bmin7,C,8
7071,A,Dmin,40
7072,Emin7,Emin7,10
7073,Csmin,A,103
7074,D,Bmin,25
7075,G,G,48
7076,B,Emin,26
7077,Emin,Emin7,14
7078,Dmin,Dmin,16
7079,F,C,4
7080,Emin,Emin,87
7081,Bmin,A,8
7082,E,E,16
7083,E,E,25
7084,Amin,Amin,4
7085,A,D,21
7086,A,A,50
7087,Abmin,Ebmin,6
7088,D,Bmin,23
7089,G,C/,59
7090,G,G,24
7091,Amin7,Dmin7,70
7092,Eb,Ab,4
7093,D7,D7,10
7094,G,E,20
7095,E,E,37
7096,E/Gs,E/Gs,24
7097,Edim7,Bb7,58
7098,D,D,20
7099,Fsmin,A,30
7100,D,C,16
7101,Amin,Amin,15
7102,B,B,100
7103,Amin,F,11
7104,Dmin,Dmin,5
7105,D,D,6
7106,Cs,Cs,80
7107,Fs,E,32
7108,Fsmin,D,30
7109,C,C,33
7110,E,E,23
7111,Fsmin/A,Fsmin/A,52
7112,G/B,G/D,68
7113,Gs,Gs,82
7114,Gmin,Gmin,4
7115,Bbmin,Ab,5
7116,D,D,68
7117,E,E,13
7118,A,A,15
7119,Bb,Bb,31
7120,Eb,C,30
7121,G,G,6
7122,Fsmin,Gmaj7,9
7123,C/D,A,116
7124,Fs,B,27
7125,A,E,10
7126,D,D,104
7127,G,G,37
7128,A,A,12
7129,G7,G7,59
7130,Ds,Ds,36
7131,G,F,30
7132,Bb,Bb,16
7133,G,D,13
7134,Dmin,Dmin7,7
7135,E,E,8
7136,D,D,88
7137,B7,G,7
7138,Gsmin,A,70
7139,D,D,15
7140,B,B,27
7141,B9,A,12
7142,Emin,Emin,56
7143,Emin,A,28
7144,Bbmin,Bbmin,75
7145,B/Eb,D,31
7146,Amin,G,35
7147,Amin,C,63
7148,Dmin,Dmin,34
7149,B7,E7,9
7150,F,Amin7,8
7151,A,A,80
7152,Bbmin7,Gb,59
7153,Ano3d,Dno3d,116
7154,C,C,39
7155,G,D,9
7156,Ab,Ab,73
7157,B,B,5
7158,Amin,Amin,31
7159,E,E,50
7160,Cadd9,C,15
7161,Eb,Eb,29
7162,Amin,Amin,28
7163,Bmin,Bmin,63
7164,E,C,24
7165,D,G,16
7166,Amin,Amin,22
7167,G,G,41
7168,B,E,41
7169,G,F,16
7170,Db,Db,57
7171,A,A,59
7172,Dsmin,Dsmin,51
7173,A,A,33
7174,B7,B7,40
7175,Fmin,G,48
7176,Cadd9,Cadd9,8
7177,Cmin,Cmin,52
7178,E,E,39
7179,G,Dmin,17
7180,C,C,13
7181,Gsmin,B,26
7182,E,A,28
7183,E,E,21
7184,F,G,4
7185,Dmin,Dmin,36
7186,F,F,48
7187,G,G,4
7188,B,E,44
7189,Cmin,Cmin,45
7190,Gmin7,Cmaj7,78
7191,A,A7,14
7192,Bmin,Amin,30
7193,C,C,32
7194,Amin,C,50
7195,D,D,4
7196,Gmin,F,34
7197,Gmin,Gmin,22
7198,Db,Db,24
7199,Dmin,Dmin,4
7200,Eno3d,Gno3d,19
7201,C,G,59
7202,G,Emin,69
7203,Dsus2,Asus4,32
7204,G,E,94
7205,D,E,17
7206,E,E7sus4,38
7207,Gmin,As,21
7208,G,G,31
7209,E,E,35
7210,C,C,61
7211,D,Bmin7,31
7212,D,D,29
7213,A,A,23
7214,C,C,60
7215,Amin,C,26
7216,G,Amin,38
7217,Fmin,Fmin,31
7218,Bmin,C,31
7219,Gs,Gs,51
7220,D,D,66
7221,G,G,47
7222,Fsmin,Fsmin,39
7223,Csmin,B,20
7224,C,D,39
7225,G,C,9
7226,Eb,Db,48
7227,D,G,23
7228,E7,E7,57
7229,A,A,6
7230,F,Emin,81
7231,Bb,Bb,107
7232,G,G,39
7233,Emin,Emin,12
7234,Emin,C,15
7235,G,G,70
7236,Amin,C,13
7237,Dmin,Dmin,29
7238,Amin,Amin,36
7239,G,G,57
7240,A13,D,4
7241,D,D,7
7242,Bb,Bb,21
7243,Eb/Bb,Eb/Bb,5
7244,Amin,Amin,59
7245,Emin,Emin,103
7246,C,C,32
7247,E,A,9
7248,C,C,64
7249,Emin,Emin,22
7250,As,As,40
7251,Dmin,Dmin,19
7252,C,C,13
7253,G,G,82
7254,A7,A7sus4,58
7255,Amin,D,77
7256,G,G,11
7257,Fsmin,Fsmin,52
7258,Fsmin,Fsmin,14
7259,C,D,84
7260,D,D,42
7261,C,F,116
7262,C,C,51
7263,G,G,13
7264,D,D,48
7265,D,D,15
7266,C,Dmin/,65
7267,Dmin,Dmin,54
7268,F,F,49
7269,Gmin,Gmin,24
7270,A,Dmin,36
7271,D,D,25
7272,Dsus4/A,Dsus2,94
7273,F,F,31
7274,A,A,77
7275,G,G,23
7276,C,D,59
7277,D,D,16
7278,G/A,A,61
7279,A,B,38
7280,Asus2,D,56
7281,G,G,36
7282,A,D,81
7283,A,D,6
7284,F,C,4
7285,F,A,11
7286,Fmin,C,4
7287,C,C,39
7288,C,C,12
7289,A,B,21
7290,Emin,G,9
7291,C,Bmin,67
7292,E,E,50
7293,G,Cadd9,15
7294,F,F,31
7295,A,A,51
7296,G,G,59
7297,G,G,50
7298,C9,C,61
7299,Cs,Cs,7
7300,F,F,5
7301,C,C7,44
7302,G,G,19
7303,D,D,124
7304,C,C,35
7305,D,Bmin,64
7306,D,D,62
7307,D7,D7,33
7308,G,G,54
7309,E,E,38
7310,C,C,65
7311,C,D,43
7312,A,A,33
7313,D7,Csus2,16
7314,D,D,42
7315,F,G,18
7316,Emin7,Emin7,39
7317,C,D,74
7318,Bmin,Bmin,46
7319,D,D,72
7320,D,Fsmin7,74
7321,E,A,32
7322,C,C,44
7323,C,C,21
7324,D,D,21
7325,F,D,5
7326,D,D,34
7327,G,G,31
7328,A,A,45
7329,Abmaj7,Ebmaj7,32
7330,Emin,Emin,53
7331,B,B7,31
7332,Dno3d,Gno3d,31
7333,G,G,65
7334,C,Emin7,61
7335,A,Fsmin,58
7336,Amin,C,35
7337,Emin,Emin,34
7338,Gadd13,Amin7,5
7339,D,C,12
7340,Db,Db,8
7341,C,C,44
7342,F,F,64
7343,D,D,24
7344,A,C,27
7345,D,D,12
7346,D,D,23
7347,C,C,28
7348,D,D,5
7349,G,Emin,75
7350,C,C,11
7351,G,G,33
7352,F,F,58
7353,C,C,86
7354,Bmin,Bmin,43
7355,G,G,27
7356,A,A,59
7357,C,Amin,87
7358,Fsmin,Fsmin,11
7359,G,C,4
7360,Dsus2,Csus2,20
7361,A,Amin,21
7362,Emin,D,30
7363,Bmin,Bmin,25
7364,Eb,Eb,38
7365,Ds,Ds,10
7366,D,D,39
7367,Gb,Gb,23
7368,F,Fmaj7,67
7369,Dmin,F,24
7370,Emin,Emin,51
7371,G,G,33
7372,C,F,22
7373,B7,A,25
7374,E,E,29
7375,E,E,37
7376,Bb,Bb,22
7377,F,F,83
7378,C,Emin,72
7379,Fs,Fsmin,50
7380,C,G,35
7381,F,F,59
7382,Emin,Emin,7
7383,E,E,25
7384,G,G,33
7385,D,D,15
7386,B,Fsmin,16
7387,F,F,6
7388,A7,G9,57
7389,Ab,Ab,55
7390,Fsmin,A,62
7391,F,G,72
7392,G,G,50
7393,F,F,20
7394,Ds,Ds,37
7395,D,C,9
7396,Emin,F,17
7397,E,E,38
7398,Amin,C,10
7399,Fsmin,Fsmin,9
7400,E,E,24
7401,E,G,65
7402,B7,B7,61
7403,E,F,20
7404,G,Emin,41
7405,B,B,56
7406,D,D,34
7407,Gmaj7,D7,91
7408,Emin,Emin,6
7409,B,B,30
7410,F,F,27
7411,Dsus4,G,29
7412,E,D,14
7413,Dsus2,A,53
7414,D,D,31
7415,A,B,34
7416,Emin,Emin,21
7417,Gmin,Gmin,62
7418,Amin9,Amin9,57
7419,D/Fs,D/,88
7420,G,C,37
7421,Dmin,D,22
7422,A,A,6
7423,A,Emin9,28
7424,Fs,Fs,8
7425,D,D,9
7426,Bmin,C,120
7427,F,F,63
7428,Bmin,D,59
7429,D,D,6
7430,D/Fs,A,4
7431,G,G,36
7432,Emin,Emin,7
7433,E,G,49
7434,Eb,D,58
7435,G,G,9
7436,Amin,Amin,4
7437,G7,G7,27
7438,C,Amin,121
7439,As,As,61
7440,Bmin,Bmin,22
7441,A,B,47
7442,F7,Dmin,15
7443,C,G,7
7444,Bmin,G,16
7445,G,G,73
7446,D,C,101
7447,C,C,24
7448,Cmaj7,C,51
7449,Amin,Amin,34
7450,Dmin,Dmin,68
7451,B,B,39
7452,D,D,18
7453,A,A,62
7454,G,Emin,25
7455,A,D,4
7456,D,D,19
7457,Fsmin,A,51
7458,G,G,9
7459,C,C,22
7460,D,D,18
7461,Emin7,Emin7,60
7462,E,E,24
7463,Amin,F,24
7464,Eadd9,A7,27
7465,G,G,35
7466,A,G,18
7467,Dmin,Dmin,22
7468,Emin7,G,42
7469,Amin,Amin,97
7470,Gmaj7,Gmaj7,33
7471,G,G,27
7472,D,D,10
7473,A,A,22
7474,Gmin,Bb,27
7475,C,G,34
7476,Fs,B,60
7477,G,G,22
7478,Emin,G,75
7479,G,Amin,25
7480,C,C,18
7481,Bb,F,15
7482,G,G,9
7483,Amin,F,42
7484,Amin,Emin,57
7485,C,C,10
7486,Emin7,Gmaj7,73
7487,A,A,33
7488,G,G,14
7489,Dmin,Dmin,11
7490,Fsmin,Fsmin,8
7491,Bmin,Bmin,6
7492,C,G,43
7493,Emin,Emin,9
7494,G,D,10
7495,G,Bmin,27
7496,C7,C7,44
7497,E,Fsmin,22
7498,Dadd9,As,47
7499,Amin,Amin,15
7500,D,E,35
7501,F,F,42
7502,G,G,52
7503,F,G,11
7504,G,G,59
7505,A,A,11
7506,G,G,37
7507,Amin,Amin,11
7508,Eb,Eb,86
7509,G,G,31
7510,G,G,23
7511,G,G,13
7512,F,F,7
7513,F,F,83
7514,A,D,33
7515,Fadd9,F,35
7516,D,D,28
7517,Amin,Amin,25
7518,B,B,33
7519,F,F,46
7520,G7,G7,43
7521,Csmin,E,34
7522,Gb7/Db,Gmaj7/D,84
7523,Fsmin,Fsmin,12
7524,B,B,27
7525,Bmin,Bmin,43
7526,G,G,41
7527,D7,D,71
7528,B7,E,54
7529,E,E,114
7530,Amin,C,35
7531,Dmin,G,45
7532,G,G,51
7533,B7,Amin,65
7534,G,G,14
7535,Fsmin,Fsmin,54
7536,D,D,96
7537,C,C,43
7538,Emin,D,34
7539,Amin,Amin,35
7540,G,G,15
7541,Amin,Amin,6
7542,Fs,Fs,46
7543,G,G,69
7544,G,Bmin,29
7545,G,G,58
7546,D,D,17
7547,Gmin7,F,67
7548,Bmin,Bmin,29
7549,G,G,101
7550,F,Amin,32
7551,D,D,49
7552,Asmin,A,57
7553,D,D,11
7554,Fsmin,A,40
7555,G7b9,G7,43
7556,D,D,25
7557,B,B,34
7558,G,G,58
7559,Amin,Amin9,55
7560,Bmin,Bmin,52
7561,A,A,14
7562,D,D,34
7563,G,G,12
7564,C,C,58
7565,E,E,21
7566,Fsmin,A,16
7567,D,D,106
7568,D,D,8
7569,C,G,7
7570,G,G,42
7571,G,G,44
7572,D,D,10
7573,D,D,7
7574,Amin,Amin,7
7575,Bb,F,43
7576,Fmaj7,G,62
7577,D,D,18
7578,Bbmin,Emin,56
7579,A,G,20
7580,G,G,32
7581,Fsmin,Fsmin,25
7582,F,F,7
7583,Eno3d,Gno3d,18
7584,G,Fs,30
7585,G,G,36
7586,Emin,Emin,80
7587,Emin,Emin,92
7588,Emin,D,45
7589,C,C,29
7590,Gsmin,D,9
7591,G,G,8
7592,Dsus4,Dsus4,28
7593,D,D,5
7594,C,G,9
7595,Abno3d,Bbno3d,19
7596,G,G,9
7597,Bb,Gmin,14
7598,G,G,55
7599,C,C,4
7600,A,A,8
7601,Amin7,Amin7,39
7602,E,E,50
7603,Emin/D,Cmin,21
7604,Emin,G,63
7605,Bb,Eb,27
7606,Abmaj7,Ebmaj7,24
7607,A,G,26
7608,C,Amin,67
7609,Dmin,Dmin,10
7610,A,A,9
7611,G,G,79
7612,F,F,20
7613,A,D,23
7614,F,C,32
7615,A,A,63
7616,E,E,20
7617,D,D,95
7618,B7,A,41
7619,G,G,30
7620,A,A,36
7621,C,C,38
7622,D,D,5
7623,G,F,18
7624,Emin,Emin,26
7625,Emaj7,Dsus4,94
7626,A,A,4
7627,D,D,35
7628,Amin,Fmaj7,21
7629,E,E,50
7630,Emin,Bmin,34
7631,C,C,106
7632,C,C,9
7633,D,D,17
7634,D,Bmin,55
7635,D,C,81
7636,Emin,Emin,8
7637,Amin,Amin,85
7638,E,E,25
7639,A,Emin,52
7640,Bbmin,C,46
7641,Bb,Eb,70
7642,Emin,A,53
7643,Amin,G,38
7644,B,A,34
7645,G,G,12
7646,Amin,F,24
7647,Emin,Emin,29
7648,F,F,62
7649,A7,A7,44
7650,C,C,9
7651,F,F,29
7652,Cmin,Cmin,38
7653,Emin,Emin,40
7654,A,A,50
7655,D,D,22
7656,Emin,Emin,12
7657,A,Fsmin,53
7658,E,Fs,6
7659,G,F,11
7660,F,G,78
7661,G,G,16
7662,C,C,67
7663,A7,A7,21
7664,D,Emin,12
7665,B,E,15
7666,F,C,4
7667,Amin,C,43
7668,F,F,7
7669,G,D7,52
7670,C,G,61
7671,G7,G,18
7672,Amin7,Amin7,12
7673,F,F,97
7674,Dsdim7,Dmaj7,20
7675,Dsus4,D,67
7676,C,Dmin7,43
7677,G,G,53
7678,C7,C,4
7679,C,Emin,6
7680,E,E,21
7681,E,E,8
7682,D,G,82
7683,F,F,28
7684,B,B,5
7685,A,A,61
7686,Bmin,Emin,96
7687,C,C,12
7688,Abadd9,Fadd9,72
7689,A,A,12
7690,A,G,45
7691,C,C/G,32
7692,C,C,7
7693,Asus2,Emin,34
7694,Amin,G,46
7695,B,D,23
7696,As,As,65
7697,Emin,Amin,11
7698,Dmin,Dmin,8
7699,Cadd9,Cadd9,26
7700,F,Amin,37
7701,Fmin7,F,87
7702,C/Fs,G,17
7703,Amin,Amin,94
7704,Fsmin,Emin,11
7705,B7,Amin,11
7706,Amin,Amin,26
7707,G,G,19
7708,G,G,10
7709,D,G,79
7710,Dmin,Dmin,15
7711,Amin7,D7,19
7712,A,A,46
7713,Emin,Amin,57
7714,E,A,39
7715,E7,C,59
7716,E,B,52
7717,Emin,A,4
7718,E,E,38
7719,G,F,50
7720,F,G,61
7721,D,D,51
7722,Fs,Fs,93
7723,G,G,19
7724,Csmin,A,25
7725,Dmin,Dmin,15
7726,G,Dmin,10
7727,C,C,5
7728,F,F,69
7729,Emin,Emin,26
7730,Amin,C,67
7731,C,F,8
7732,Bmin,D,4
7733,G,A,47
7734,Fs,Fs,14
7735,Amin,A,96
7736,D,A,10
7737,C,G,18
7738,F,F,43
7739,Gsmin7,Fsmin7,11
7740,C,C,12
7741,Csmin,Gs7,91
7742,Bmin,Bmin,64
7743,Emin,Emin,8
7744,B,B,14
7745,Cmin,Bb,112
7746,Emin7,Emin7,56
7747,Emin,F,29
7748,Gsmin,Gsmin,36
7749,E,E,4
7750,Emin,D/Fs,13
7751,Gs,Fs,32
7752,B,Csmin,25
7753,A,D,17
7754,A,A,34
7755,E,E7,51
7756,A,A,32
7757,G,G,5
7758,F,Dmin7,24
7759,C,Dmin,79
7760,A,G,46
7761,G,G,38
7762,F,G7,33
7763,Dmin,A,52
7764,B,C,6
7765,Cno3d,Cno3d,58
7766,G,G,57
7767,Asus4,Asus4,60
7768,Amin,Amin,11
7769,B,B,16
7770,As,As,45
7771,C,Emin,58
7772,A,D,30
7773,Emin,C,30
7774,C,C,29
7775,D,D,15
7776,E,E,6
7777,D/G,D,5
7778,F,A,4
7779,Dno3d,Dno3d,61
7780,C9,Amin,13
7781,Eb,Bb,49
7782,Emin,Emin,63
7783,Bmin,Bmin,13
7784,A,A,9
7785,D,D,43
7786,D,D,41
7787,C,C,32
7788,G,G,14
7789,G,G,25
7790,C,C,67
7791,F,Amin,42
7792,Amin,Amin,42
7793,Amin,Fsmin,18
7794,D,D,5
7795,Bb,Bb,35
7796,Emin,Emin,21
7797,Bmin,Bmin,13
7798,C,C,55
7799,G,Amin,20
7800,D,D,9
7801,Amin,Amin,24
7802,Cmaj7,Cmaj7,16
7803,Dsmin,As,16
7804,A,G,22
7805,Bmin,Bmin,33
7806,C/B,Emin,6
7807,D,D,4
7808,Bmin,Bmin,32
7809,Abno3d,Fno3d,17
7810,Dmin,C,18
7811,F,F,74
7812,F,F,62
7813,C,Bb,4
7814,C,G,30
7815,C,C,74
7816,D,D,13
7817,Amin,Amin,80
7818,D,A,69
7819,D,D,5
7820,D,D,13
7821,A,A,13
7822,A,A,7
7823,Bsus4,E,54
7824,Emin,Emin,29
7825,C,C,49
7826,Amin7,Amin7,10
7827,Bbmin,Db,13
7828,Fsmin,Fsmin,51
7829,F,F,15
7830,C,C,20
7831,Dmin,Dmin,9
7832,F,G,48
7833,F,F,17
7834,Gsmin,Gsmin,34
7835,C,Amin7,45
7836,A7b9,Gmin7,58
7837,E7,E7,19
7838,G,D,61
7839,Dmin,Dmin,27
7840,D/Fs,D/Fs,22
7841,D,D,25
7842,G,Bmin,5
7843,C,C,73
7844,G,G,57
7845,D,D,4
7846,G,A,18
7847,Csmin,Csmin,48
7848,C,G,54
7849,F,C,31
7850,B,B,39
7851,Fsmin,Fsmin,56
7852,B,B,17
7853,Bmin,Bmin,35
7854,G,G,82
7855,Bmin,Bmin,8
7856,G,G,18
7857,D,D,47
7858,Bmin,Bmin,94
7859,D,D,87
7860,C7sus4,C7sus4,70
7861,B,B,46
7862,F,F,19
7863,G,D,28
7864,E,E,36
7865,C,F,43
7866,A,Csmin,9
7867,Eb9,Ab9,43
7868,G,G,58
7869,D,D,9
7870,E,Csmin7,89
7871,Cs,Cs,66
7872,C,C,38
7873,G,Emin,46
7874,C,C,80
7875,D,D,11
7876,Fs,Fs,47
7877,A,A,58
7878,G,E,77
7879,G,F,4
7880,Bmin,Bmin,49
7881,A,A,17
7882,F,Emin,67
7883,G,G,65
7884,G,C,31
7885,Bb,Dmin,65
7886,As,As,9
7887,Ab,Ab,114
7888,Bmin,D,76
7889,C,D,4
7890,C,C,5
7891,C,Emin,10
7892,G,G,4
7893,Eb,Eb/G,81
7894,A,A,79
7895,D,D,10
7896,Fsmin,Fsmin,6
7897,Dmin,Dmin,30
7898,Gmaj7,G,12
7899,C,Emin,19
7900,E,G/B,22
7901,A,A,11
7902,D,D,4
7903,Emin,Emin,46
7904,D,A,57
7905,Emin,D,12
7906,F,G/C,11
7907,C,C,71
7908,F,F,6
7909,Ebsus4,Eb,57
7910,G,G,8
7911,G/B,G/B,63
7912,G,G,27
7913,Dsmin,Csmin,6
7914,Amin,Amin,78
7915,Dmin,Dmin,11
7916,E,E,19
7917,D/Fs,D/Fs,88
7918,C,C,62
7919,G,C,4
7920,G,Bmin7,51
7921,C,D7,21
7922,Bmin7,Bmin7,60
7923,F,F,21
7924,B7,B7,75
7925,D,C,12
7926,G,F,49
7927,Amin,Amin,73
7928,Gmin,Gmin,62
7929,F,F,72
7930,D,D,31
7931,Fs,Fs,34
7932,C,C,23
7933,G,G,12
7934,Amin,Bb,46
7935,G,G,53
7936,G,Emin,74
7937,G,G,43
7938,B,A,99
7939,As,As,31
7940,G,Bb,13
7941,Fmaj7,Fmaj7,37
7942,G,G,14
7943,A,Bmin7,12
7944,A,A,22
7945,Emin,Emin,25
7946,G,G,33
7947,C,C,23
7948,D,D,68
7949,A,Bmin,15
7950,Ab,Ab,14
7951,D,E,39
7952,Dno3d,Dmin,68
7953,C,C,19
7954,G,G,15
7955,F,F,48
7956,Emaj7,Csmin,24
7957,G,D/Fs,5
7958,C,D,6
7959,C,Emin,70
7960,E,E,111
7961,E,B7,32
7962,D,D,40
7963,E,E,114
7964,Eb,Eb,50
7965,G,G,5
7966,G,C,69
7967,G7,F,51
7968,C,C/A,65
7969,E,E,43
7970,G,C,23
7971,Fsmin,Fsmin,81
7972,C,C,8
7973,F,F,36
7974,Amin,Amin,74
7975,G,G,67
7976,Emin,Emin,27
